start_ts,sentiment
2025-08-13T04:26:23.686514,3
2025-08-13T04:27:03.902531,3
2025-08-13T04:32:06.899690,3
2025-08-13T04:36:39.647426,3
2025-08-13T04:44:09.220963,3
